Instrument Type,Date,Traded Contract(Lots),Quantity (000's),Total Value (Lacs)
FUTCOM,27 Jan 2012,53259,53259,1490545.52
FUTCOM,28 Jan 2012,2748,2748,77198.7
FUTCOM,30 Jan 2012,43516,43516,1224256.03
FUTCOM,31 Jan 2012,53570,53570,1520220.23
FUTCOM,01 Feb 2012,36172,36172,1029001.75
FUTCOM,02 Feb 2012,39009,39009,1109183.6
FUTCOM,03 Feb 2012,57177,57177,1615786.82
FUTCOM,04 Feb 2012,4482,4482,125020.77
FUTCOM,06 Feb 2012,37983,37983,1061048.29
FUTCOM,07 Feb 2012,51610,51610,1449920.23
FUTCOM,08 Feb 2012,42158,42158,1194793.48
FUTCOM,09 Feb 2012,43395,43395,1231325.74
FUTCOM,10 Feb 2012,42969,42969,1212701.65
FUTCOM,11 Feb 2012,1394,1394,39408.13
FUTCOM,13 Feb 2012,36752,36752,1034134.17
FUTCOM,14 Feb 2012,40868,40868,1147912.23
FUTCOM,15 Feb 2012,36368,36368,1024957.99
FUTCOM,16 Feb 2012,36042,36042,1014099.96
FUTCOM,17 Feb 2012,27760,27760,780994.69
FUTCOM,18 Feb 2012,1187,1187,33356.07
FUTCOM,20 Feb 2012,6334,6334,178350.29
FUTCOM,21 Feb 2012,39149,39149,1108686.08
FUTCOM,22 Feb 2012,36796,36796,1049846.22
FUTCOM,23 Feb 2012,41702,41702,1202599.75
FUTCOM,24 Feb 2012,38813,38813,1115662.46
FUTCOM,25 Feb 2012,1640,1640,47051.59
FUTCOM,27 Feb 2012,35145,35145,1010101.71
FUTCOM,28 Feb 2012,38358,38358,1105808.03
FUTCOM,29 Feb 2012,80187,80187,2280014.67
FUTCOM,01 Mar 2012,55459,55459,1547438.61
FUTCOM,02 Mar 2012,34426,34426,964486.11
FUTCOM,03 Mar 2012,1487,1487,41697.29
FUTCOM,05 Mar 2012,39427,39427,1103738.92
FUTCOM,06 Mar 2012,49097,49097,1371578.38
FUTCOM,07 Mar 2012,33523,33523,934715.37
FUTCOM,08 Mar 2012,16388,16388,458471.1
FUTCOM,09 Mar 2012,56224,56224,1567804.83
FUTCOM,10 Mar 2012,1415,1415,39646.84
FUTCOM,12 Mar 2012,36958,36958,1035883.54
FUTCOM,13 Mar 2012,39821,39821,1110657.36
FUTCOM,14 Mar 2012,65405,65405,1804734.53
FUTCOM,15 Mar 2012,41877,41877,1153619.62
FUTCOM,16 Mar 2012,66677,66677,1857386.79
FUTCOM,17 Mar 2012,1696,1696,47387.7
FUTCOM,19 Mar 2012,29357,29357,818661.1
FUTCOM,20 Mar 2012,34094,34094,949856.71
FUTCOM,21 Mar 2012,32565,32565,909318.42
FUTCOM,22 Mar 2012,36937,36937,1030396.7
FUTCOM,23 Mar 2012,29070,29070,815481.53
FUTCOM,24 Mar 2012,1486,1486,41930.39
FUTCOM,26 Mar 2012,34556,34556,978759.85
FUTCOM,27 Mar 2012,33794,33794,959958.34
FUTCOM,28 Mar 2012,32367,32367,916811.77
FUTCOM,29 Mar 2012,31362,31362,887582.85
FUTCOM,30 Mar 2012,26974,26974,764388.45
FUTCOM,31 Mar 2012,7366,7366,208344.97
FUTCOM,02 Apr 2012,27345,27345,777960.73
FUTCOM,03 Apr 2012,23630,23630,673395.91
FUTCOM,04 Apr 2012,44414,44414,1247480.02
FUTCOM,05 Apr 2012,12619,12619,354446.3
FUTCOM,07 Apr 2012,2895,2895,81631.16
FUTCOM,09 Apr 2012,24282,24282,688259.95
FUTCOM,10 Apr 2012,38272,38272,1089511.71
FUTCOM,11 Apr 2012,26175,26175,749178.48
FUTCOM,12 Apr 2012,30077,30077,861771.42
FUTCOM,13 Apr 2012,36656,36656,1052881.58
FUTCOM,16 Apr 2012,30323,30323,865936.65
FUTCOM,17 Apr 2012,37569,37569,1070639.13
FUTCOM,18 Apr 2012,22412,22412,639582.62
FUTCOM,19 Apr 2012,38923,38923,1114606.51
FUTCOM,20 Apr 2012,24420,24420,699970.9
FUTCOM,21 Apr 2012,1501,1501,43079.62
FUTCOM,23 Apr 2012,31631,31631,908264.97
FUTCOM,24 Apr 2012,28272,28272,816803.08
FUTCOM,25 Apr 2012,41945,41945,1207721.97
FUTCOM,26 Apr 2012,29243,29243,846898.53
FUTCOM,27 Apr 2012,23855,23855,693705.37
FUTCOM,28 Apr 2012,1423,1423,41446.72
FUTCOM,30 Apr 2012,29696,29696,865119.72
FUTCOM,01 May 2012,18937,18937,553189.4
FUTCOM,02 May 2012,30889,30889,901854.63
FUTCOM,03 May 2012,33384,33384,974796.14
FUTCOM,04 May 2012,42932,42932,1252690.37
FUTCOM,05 May 2012,1010,1010,29520.7
FUTCOM,07 May 2012,37512,37512,1087980.27
FUTCOM,08 May 2012,53003,53003,1524656.9
FUTCOM,09 May 2012,47449,47449,1356026.61
FUTCOM,10 May 2012,35861,35861,1020721.65
FUTCOM,11 May 2012,36974,36974,1049863.4
FUTCOM,12 May 2012,1837,1837,52165.5
FUTCOM,14 May 2012,39975,39975,1130099.07
FUTCOM,15 May 2012,39591,39591,1113236.3
FUTCOM,16 May 2012,57168,57168,1602371.59
FUTCOM,17 May 2012,57081,57081,1618812.86
FUTCOM,18 May 2012,52203,52203,1506450.49
FUTCOM,19 May 2012,3099,3099,90054.21
FUTCOM,21 May 2012,36778,36778,1070121.58
FUTCOM,22 May 2012,50268,50268,1461416.16
FUTCOM,23 May 2012,56849,56849,1648066.2
FUTCOM,24 May 2012,50127,50127,1456275.58
FUTCOM,25 May 2012,37055,37055,1069704.66
FUTCOM,26 May 2012,1865,1865,54128.05
FUTCOM,28 May 2012,20571,20571,597275.56
FUTCOM,29 May 2012,51964,51964,1512126.63
FUTCOM,30 May 2012,64440,64440,1873111.27
FUTCOM,31 May 2012,60217,60217,1765461.15
FUTCOM,01 Jun 2012,82375,82375,2427438.85
FUTCOM,02 Jun 2012,4957,4957,149190.48
FUTCOM,04 Jun 2012,36080,36080,1082200.21
FUTCOM,05 Jun 2012,31383,31383,942924.14
FUTCOM,06 Jun 2012,48034,48034,1450279.11
FUTCOM,07 Jun 2012,77742,77742,2306011.27
FUTCOM,08 Jun 2012,41631,41631,1222653.66
FUTCOM,09 Jun 2012,1911,1911,56529.05
FUTCOM,11 Jun 2012,38120,38120,1131312.19
FUTCOM,12 Jun 2012,47552,47552,1420148.38
FUTCOM,13 Jun 2012,43568,43568,1309377.37
FUTCOM,14 Jun 2012,43015,43015,1296562.95
FUTCOM,15 Jun 2012,33806,33806,1019497.11
FUTCOM,16 Jun 2012,1643,1643,49545.28
FUTCOM,18 Jun 2012,50014,50014,1509426.45
FUTCOM,19 Jun 2012,38789,38789,1176363.02
FUTCOM,20 Jun 2012,61049,61049,1842595.63
FUTCOM,21 Jun 2012,58004,58004,1741167.94
FUTCOM,22 Jun 2012,40199,40199,1202538.18
FUTCOM,23 Jun 2012,2196,2196,65915.89
FUTCOM,25 Jun 2012,47218,47218,1413517.17
FUTCOM,26 Jun 2012,35310,35310,1061602.2
FUTCOM,27 Jun 2012,34274,34274,1027854.77
FUTCOM,28 Jun 2012,46010,46010,1372749.76
FUTCOM,29 Jun 2012,51117,51117,1515395.97
FUTCOM,30 Jun 2012,2318,2318,68861.68
FUTCOM,02 Jul 2012,33008,33008,979596.62
FUTCOM,03 Jul 2012,40691,40691,1202887.93
FUTCOM,04 Jul 2012,26277,26277,776742.49
FUTCOM,05 Jul 2012,54649,54649,1624551.04
FUTCOM,06 Jul 2012,54883,54883,1628419.91
FUTCOM,07 Jul 2012,1254,1254,37168.45
FUTCOM,09 Jul 2012,26923,26923,798015.7
FUTCOM,10 Jul 2012,50649,50649,1497003.52
FUTCOM,11 Jul 2012,47782,47782,1400021.26
FUTCOM,12 Jul 2012,48396,48396,1415826.88
FUTCOM,13 Jul 2012,39383,39383,1153739.68
FUTCOM,14 Jul 2012,1382,1382,40510.22
FUTCOM,16 Jul 2012,34438,34438,1008535.81
FUTCOM,17 Jul 2012,50427,50427,1478305.34
FUTCOM,18 Jul 2012,43063,43063,1259432.43
FUTCOM,19 Jul 2012,40020,40020,1170622.1
FUTCOM,20 Jul 2012,34174,34174,999658.04
FUTCOM,21 Jul 2012,1487,1487,43634.38
FUTCOM,23 Jul 2012,43762,43762,1286940.7
FUTCOM,24 Jul 2012,39412,39412,1164199.82
FUTCOM,25 Jul 2012,51585,51585,1537625.51
FUTCOM,26 Jul 2012,46561,46561,1390475.84
FUTCOM,27 Jul 2012,43143,43143,1290038.06
FUTCOM,28 Jul 2012,1889,1889,56583.69
FUTCOM,30 Jul 2012,27059,27059,809847.31
FUTCOM,31 Jul 2012,46668,46668,1405146.69
FUTCOM,01 Aug 2012,44331,44331,1330935.33
FUTCOM,02 Aug 2012,40147,40147,1206335.9
FUTCOM,03 Aug 2012,37201,37201,1113402.02
FUTCOM,04 Aug 2012,1052,1052,31451.94
FUTCOM,06 Aug 2012,23914,23914,716535.64
FUTCOM,07 Aug 2012,36112,36112,1079397.92
FUTCOM,08 Aug 2012,31019,31019,926257.06
FUTCOM,09 Aug 2012,23099,23099,691899.3
FUTCOM,10 Aug 2012,32906,32906,987586.23
FUTCOM,11 Aug 2012,1136,1136,34129.21
FUTCOM,13 Aug 2012,28505,28505,859279.38
FUTCOM,14 Aug 2012,34699,34699,1043085.31
FUTCOM,16 Aug 2012,30154,30154,907897.34
FUTCOM,17 Aug 2012,27059,27059,816216
FUTCOM,18 Aug 2012,942,942,28426.5
FUTCOM,20 Aug 2012,12782,12782,385859.67
FUTCOM,21 Aug 2012,29677,29677,898068.8
FUTCOM,22 Aug 2012,32530,32530,988970.38
FUTCOM,23 Aug 2012,47986,47986,1473729.9
FUTCOM,24 Aug 2012,33294,33294,1026582.35
FUTCOM,25 Aug 2012,3302,3302,102229.7
FUTCOM,27 Aug 2012,31176,31176,968436.17
FUTCOM,28 Aug 2012,37271,37271,1154004.83
FUTCOM,29 Aug 2012,35808,35808,1107190.3
FUTCOM,30 Aug 2012,29553,29553,911021.87
FUTCOM,31 Aug 2012,57484,57484,1777715.5
FUTCOM,01 Sep 2012,6593,6593,206905.75
FUTCOM,03 Sep 2012,28151,28151,881324.69
FUTCOM,04 Sep 2012,41723,41723,1311146.03
FUTCOM,05 Sep 2012,36153,36153,1139177.53
FUTCOM,06 Sep 2012,66691,66691,2112513.48
FUTCOM,07 Sep 2012,69624,69624,2205705.91
FUTCOM,08 Sep 2012,4873,4873,155712.72
FUTCOM,10 Sep 2012,33972,33972,1086333.34
FUTCOM,11 Sep 2012,26636,26636,850341.13
FUTCOM,12 Sep 2012,59389,59389,1899255.91
FUTCOM,13 Sep 2012,65812,65812,2109100.36
FUTCOM,14 Sep 2012,60913,60913,1956461.14
FUTCOM,15 Sep 2012,2261,2261,72161.9
FUTCOM,17 Sep 2012,31919,31919,1017320.57
FUTCOM,18 Sep 2012,48626,48626,1546726.91
FUTCOM,19 Sep 2012,19375,19375,620935.98
FUTCOM,20 Sep 2012,35076,35076,1120022.32
FUTCOM,21 Sep 2012,59070,59070,1874332.25
FUTCOM,22 Sep 2012,2492,2492,78631.54
FUTCOM,24 Sep 2012,42590,42590,1338101.13
FUTCOM,25 Sep 2012,33527,33527,1056208.49
FUTCOM,26 Sep 2012,49393,49393,1551675.32
FUTCOM,27 Sep 2012,50456,50456,1580075.56
FUTCOM,28 Sep 2012,44155,44155,1385856.64
FUTCOM,29 Sep 2012,9211,9211,288997.33
FUTCOM,01 Oct 2012,50822,50822,1596424.75
FUTCOM,03 Oct 2012,32083,32083,1005911.68
FUTCOM,04 Oct 2012,37412,37412,1167506.38
FUTCOM,05 Oct 2012,43857,43857,1368177.69
FUTCOM,06 Oct 2012,1406,1406,43819.72
FUTCOM,08 Oct 2012,30547,30547,954115.97
FUTCOM,09 Oct 2012,36471,36471,1143720.38
FUTCOM,10 Oct 2012,37938,37938,1192481.33
FUTCOM,11 Oct 2012,35908,35908,1127160.9
FUTCOM,12 Oct 2012,35315,35315,1107211.13
FUTCOM,13 Oct 2012,1423,1423,44520.79
FUTCOM,15 Oct 2012,38983,38983,1212308.91
FUTCOM,16 Oct 2012,28784,28784,891891.57
FUTCOM,17 Oct 2012,28881,28881,898664.91
FUTCOM,18 Oct 2012,35316,35316,1104212.77
FUTCOM,19 Oct 2012,35873,35873,1124745.28
FUTCOM,20 Oct 2012,1219,1219,38144.34
FUTCOM,22 Oct 2012,33153,33153,1030887.71
FUTCOM,23 Oct 2012,31623,31623,979788.38
FUTCOM,24 Oct 2012,14885,14885,460558.64
FUTCOM,25 Oct 2012,24645,24645,762244
FUTCOM,26 Oct 2012,20832,20832,645942.28
FUTCOM,27 Oct 2012,1555,1555,48262.84
FUTCOM,29 Oct 2012,23311,23311,725023.6
FUTCOM,30 Oct 2012,28365,28365,882077.85
FUTCOM,31 Oct 2012,30932,30932,962596.83
FUTCOM,01 Nov 2012,34964,34964,1086189.78
FUTCOM,02 Nov 2012,56525,56525,1735286.24
FUTCOM,03 Nov 2012,3726,3726,113759.37
FUTCOM,05 Nov 2012,42011,42011,1291334.19
FUTCOM,06 Nov 2012,45022,45022,1397858.66
FUTCOM,07 Nov 2012,63745,63745,1995417.55
FUTCOM,08 Nov 2012,35689,35689,1117663.09
FUTCOM,09 Nov 2012,44739,44739,1415334.2
FUTCOM,10 Nov 2012,2289,2289,72511.86
FUTCOM,12 Nov 2012,36768,36768,1171420.46
FUTCOM,13 Nov 2012,9246,9246,294124.09
FUTCOM,14 Nov 2012,22557,22557,715245.87
FUTCOM,15 Nov 2012,38227,38227,1206522.91
FUTCOM,16 Nov 2012,36466,36466,1151314.08
FUTCOM,17 Nov 2012,1424,1424,45134.81
FUTCOM,19 Nov 2012,26563,26563,842406.84
FUTCOM,20 Nov 2012,34590,34590,1100798.84
FUTCOM,21 Nov 2012,26792,26792,852043.9
FUTCOM,22 Nov 2012,15306,15306,487960.96
FUTCOM,23 Nov 2012,48758,48758,1566823.01
FUTCOM,24 Nov 2012,2845,2845,92152.94
FUTCOM,26 Nov 2012,41263,41263,1339317.66
FUTCOM,27 Nov 2012,39506,39506,1279613.42
FUTCOM,28 Nov 2012,42365,42365,1358525.15
FUTCOM,29 Nov 2012,60528,60528,1922487.38
FUTCOM,30 Nov 2012,57749,57749,1823941.31
FUTCOM,01 Dec 2012,6001,6001,188479.32
FUTCOM,03 Dec 2012,35424,35424,1122568
FUTCOM,04 Dec 2012,44652,44652,1407639.39
FUTCOM,05 Dec 2012,42431,42431,1328822.82
FUTCOM,06 Dec 2012,57779,57779,1797468.03
FUTCOM,07 Dec 2012,47079,47079,1470333.63
FUTCOM,08 Dec 2012,1821,1821,57053.25
FUTCOM,10 Dec 2012,27552,27552,867202.79
FUTCOM,11 Dec 2012,27306,27306,857239.76
FUTCOM,12 Dec 2012,40660,40660,1277396.36
FUTCOM,13 Dec 2012,41150,41150,1283623.76
FUTCOM,14 Dec 2012,27423,27423,856330.21
FUTCOM,15 Dec 2012,1423,1423,44418.93
FUTCOM,17 Dec 2012,34412,34412,1076145.29
FUTCOM,18 Dec 2012,52202,52202,1635912.95
FUTCOM,19 Dec 2012,54706,54706,1690758.44
FUTCOM,20 Dec 2012,54613,54613,1678245.35
FUTCOM,21 Dec 2012,49761,49761,1529756.75
FUTCOM,22 Dec 2012,1749,1749,54106.91
FUTCOM,24 Dec 2012,19224,19224,593533.22
FUTCOM,26 Dec 2012,25219,25219,775175.2
FUTCOM,27 Dec 2012,29504,29504,906886.21
FUTCOM,28 Dec 2012,24835,24835,763363.91
FUTCOM,29 Dec 2012,1805,1805,55527.51
FUTCOM,31 Dec 2012,29117,29117,896805.75
FUTCOM,01 Jan 2013,7527,7527,232794.57
FUTCOM,02 Jan 2013,54325,54325,1686874.21
FUTCOM,03 Jan 2013,32858,32858,1021779.81
FUTCOM,04 Jan 2013,49429,49429,1521428.8
FUTCOM,05 Jan 2013,2898,2898,89744.97
FUTCOM,07 Jan 2013,37672,37672,1167532.07
FUTCOM,08 Jan 2013,31994,31994,990337.94
FUTCOM,09 Jan 2013,34895,34895,1079328.5
FUTCOM,10 Jan 2013,36457,36457,1125732.59
FUTCOM,11 Jan 2013,39385,39385,1216828
FUTCOM,12 Jan 2013,1720,1720,53133.41
FUTCOM,14 Jan 2013,26662,26662,822117.65
FUTCOM,15 Jan 2013,33463,33463,1033925.72
FUTCOM,16 Jan 2013,27278,27278,844389.13
FUTCOM,17 Jan 2013,55760,55760,1715715.51
FUTCOM,18 Jan 2013,34229,34229,1051188.34
FUTCOM,19 Jan 2013,2522,2522,77414.08
FUTCOM,21 Jan 2013,49756,49756,1533830.12
FUTCOM,22 Jan 2013,33751,33751,1041111.09
FUTCOM,23 Jan 2013,32396,32396,998552.03
FUTCOM,24 Jan 2013,41585,41585,1274915.49
FUTCOM,25 Jan 2013,32881,32881,1001709.14
FUTCOM,28 Jan 2013,38825,38825,1182698.75
FUTCOM,29 Jan 2013,39807,39807,1211782.62
FUTCOM,30 Jan 2013,60348,60348,1834947.63
FUTCOM,31 Jan 2013,64551,64551,1960985.05
FUTCOM,01 Feb 2013,50752,50752,1550181.81
FUTCOM,02 Feb 2013,2813,2813,85686.6
FUTCOM,04 Feb 2013,33547,33547,1026863.93
FUTCOM,05 Feb 2013,42759,42759,1313065.52
FUTCOM,06 Feb 2013,31746,31746,973668.57
FUTCOM,07 Feb 2013,47367,47367,1457486.77
FUTCOM,08 Feb 2013,26636,26636,820333.53
FUTCOM,09 Feb 2013,980,980,30207.5
FUTCOM,11 Feb 2013,36673,36673,1126168.89
FUTCOM,12 Feb 2013,35053,35053,1072307.9
FUTCOM,13 Feb 2013,27169,27169,830892.5
FUTCOM,14 Feb 2013,35804,35804,1093835.13
FUTCOM,15 Feb 2013,51016,51016,1545849.23
FUTCOM,16 Feb 2013,1590,1590,48060.34
FUTCOM,18 Feb 2013,21199,21199,640848.9
FUTCOM,19 Feb 2013,30581,30581,921778.4
FUTCOM,20 Feb 2013,54871,54871,1634178.1
FUTCOM,21 Feb 2013,64385,64385,1903090.87
FUTCOM,22 Feb 2013,38481,38481,1139696.07
FUTCOM,23 Feb 2013,2383,2383,70646.59
FUTCOM,25 Feb 2013,31105,31105,921132.04
FUTCOM,26 Feb 2013,59229,59229,1767930.25
FUTCOM,27 Feb 2013,40542,40542,1211900.11
FUTCOM,28 Feb 2013,58296,58296,1733253.17
FUTCOM,01 Mar 2013,55184,55184,1637652.3
FUTCOM,02 Mar 2013,1470,1470,43784.85
FUTCOM,04 Mar 2013,29012,29012,861546.88
FUTCOM,05 Mar 2013,40610,40610,1204850.07
FUTCOM,06 Mar 2013,44580,44580,1319013.31
FUTCOM,07 Mar 2013,44340,44340,1309446.11
FUTCOM,08 Mar 2013,53188,53188,1560053.45
FUTCOM,09 Mar 2013,1095,1095,32212.24
FUTCOM,11 Mar 2013,27470,27470,807502.03
FUTCOM,12 Mar 2013,37593,37593,1107401.39
FUTCOM,13 Mar 2013,40218,40218,1187852.84
FUTCOM,14 Mar 2013,45360,45360,1334824.4
FUTCOM,15 Mar 2013,29023,29023,853395.97
FUTCOM,16 Mar 2013,1299,1299,38250.85
FUTCOM,18 Mar 2013,50987,50987,1508899.35
FUTCOM,19 Mar 2013,43856,43856,1304325.89
FUTCOM,20 Mar 2013,31544,31544,940833.22
FUTCOM,21 Mar 2013,34123,34123,1016094.17
FUTCOM,22 Mar 2013,28308,28308,843205.6
FUTCOM,23 Mar 2013,1319,1319,39365.11
FUTCOM,25 Mar 2013,49047,49047,1453195.45
FUTCOM,26 Mar 2013,26500,26500,784933.72
FUTCOM,27 Mar 2013,15848,15848,470870.04
FUTCOM,28 Mar 2013,31956,31956,951346.69
FUTCOM,30 Mar 2013,14582,14582,432982.42
FUTCOM,01 Apr 2013,26754,26754,798981.83
FUTCOM,02 Apr 2013,36136,36136,1077213.48
FUTCOM,03 Apr 2013,41452,41452,1219701.81
FUTCOM,04 Apr 2013,43244,43244,1266162.24
FUTCOM,05 Apr 2013,41093,41093,1213122.47
FUTCOM,06 Apr 2013,2052,2052,61120.14
FUTCOM,08 Apr 2013,25589,25589,757904.32
FUTCOM,09 Apr 2013,31939,31939,945412.14
FUTCOM,10 Apr 2013,47412,47412,1397448
FUTCOM,11 Apr 2013,40413,40413,1179420.74
FUTCOM,12 Apr 2013,80103,80103,2298723.74
FUTCOM,13 Apr 2013,9692,9692,270348.02
FUTCOM,15 Apr 2013,151257,151257,4002976.04
FUTCOM,16 Apr 2013,88523,88523,2279258.39
FUTCOM,17 Apr 2013,57623,57623,1478762.56
FUTCOM,18 Apr 2013,58755,58755,1507321.44
FUTCOM,19 Apr 2013,24827,24827,642885.86
FUTCOM,20 Apr 2013,5673,5673,147579.89
FUTCOM,22 Apr 2013,50617,50617,1333727.29
FUTCOM,23 Apr 2013,61989,61989,1626879.62
FUTCOM,24 Apr 2013,24588,24588,648502.8
FUTCOM,25 Apr 2013,49054,49054,1313330.02
FUTCOM,26 Apr 2013,69205,69205,1879617.36
FUTCOM,27 Apr 2013,3479,3479,94554.43
FUTCOM,29 Apr 2013,34800,34800,946166.93
FUTCOM,30 Apr 2013,44513,44513,1200896.71
FUTCOM,01 May 2013,32248,32248,857902.31
FUTCOM,02 May 2013,43885,43885,1175056.48
FUTCOM,03 May 2013,52016,52016,1405503.52
FUTCOM,04 May 2013,2284,2284,61557.24
FUTCOM,06 May 2013,28121,28121,762539.29
FUTCOM,07 May 2013,48143,48143,1291593.09
FUTCOM,08 May 2013,43075,43075,1159000.46
FUTCOM,09 May 2013,37795,37795,1025031.23
FUTCOM,10 May 2013,61783,61783,1658638.69
FUTCOM,11 May 2013,4101,4101,110710.53
FUTCOM,13 May 2013,46492,46492,1245681.87
FUTCOM,14 May 2013,50172,50172,1343316.01
FUTCOM,15 May 2013,73381,73381,1940378.99
FUTCOM,16 May 2013,63973,63973,1665347.72
FUTCOM,17 May 2013,59445,59445,1542685.52
FUTCOM,18 May 2013,3397,3397,87789.4
FUTCOM,20 May 2013,65331,65331,1678618.58
FUTCOM,21 May 2013,58254,58254,1521194.13
FUTCOM,22 May 2013,77842,77842,2044095.05
FUTCOM,23 May 2013,59572,59572,1567335.37
FUTCOM,24 May 2013,39138,39138,1032508.33
FUTCOM,27 May 2013,15624,15624,412994.24
FUTCOM,28 May 2013,61631,61631,1627342.66
FUTCOM,29 May 2013,42496,42496,1128974.76
FUTCOM,30 May 2013,63757,63757,1720734.37
FUTCOM,31 May 2013,65907,65907,1791649.54
FUTCOM,01 Jun 2013,4331,4331,116681.86
FUTCOM,03 Jun 2013,41484,41484,1127618.23
FUTCOM,04 Jun 2013,41491,41491,1126716.91
FUTCOM,05 Jun 2013,61857,61857,1697160.23
FUTCOM,06 Jun 2013,53822,53822,1491712.31
FUTCOM,07 Jun 2013,56130,56130,1557734.71
FUTCOM,08 Jun 2013,1396,1396,38504.13
FUTCOM,10 Jun 2013,40322,40322,1121535.18
FUTCOM,11 Jun 2013,51374,51374,1435412.6
FUTCOM,12 Jun 2013,42403,42403,1178326.55
FUTCOM,13 Jun 2013,47015,47015,1313923.49
FUTCOM,14 Jun 2013,38087,38087,1055893.44
FUTCOM,15 Jun 2013,1918,1918,53475.33
FUTCOM,17 Jun 2013,26004,26004,724146.36
FUTCOM,18 Jun 2013,43146,43146,1207910.59
FUTCOM,19 Jun 2013,30785,30785,860817.16
FUTCOM,20 Jun 2013,105683,105683,2884079.67
FUTCOM,21 Jun 2013,54756,54756,1470302.83
FUTCOM,22 Jun 2013,1976,1976,53391.47
FUTCOM,24 Jun 2013,48429,48429,1295625.23
FUTCOM,25 Jun 2013,47098,47098,1254017.25
FUTCOM,26 Jun 2013,83641,83641,2179573.08
FUTCOM,27 Jun 2013,68015,68015,1759549.42
FUTCOM,28 Jun 2013,91518,91518,2304996.82
FUTCOM,29 Jun 2013,3269,3269,83974.45
FUTCOM,01 Jul 2013,35112,35112,905115.5
FUTCOM,02 Jul 2013,31381,31381,817721.79
FUTCOM,03 Jul 2013,36169,36169,948141.02
FUTCOM,04 Jul 2013,16258,16258,425773.15
FUTCOM,05 Jul 2013,37528,37528,973587.65
FUTCOM,06 Jul 2013,2251,2251,58556.04
FUTCOM,08 Jul 2013,24446,24446,636784.31
FUTCOM,09 Jul 2013,26237,26237,686835.39
FUTCOM,10 Jul 2013,25976,25976,678683.82
FUTCOM,11 Jul 2013,33149,33149,884122.44
FUTCOM,12 Jul 2013,25427,25427,676018.56
FUTCOM,13 Jul 2013,1816,1816,48549.05
FUTCOM,15 Jul 2013,25900,25900,691669.58
FUTCOM,16 Jul 2013,26285,26285,696217.7
FUTCOM,17 Jul 2013,36027,36027,956083.98
FUTCOM,18 Jul 2013,25951,25951,689187.07
FUTCOM,19 Jul 2013,20857,20857,557072.96
FUTCOM,20 Jul 2013,1231,1231,32897.86
FUTCOM,22 Jul 2013,33818,33818,923776.84
FUTCOM,23 Jul 2013,25695,25695,708508.14
FUTCOM,24 Jul 2013,33350,33350,916890.34
FUTCOM,25 Jul 2013,36695,36695,998670.75
FUTCOM,26 Jul 2013,33446,33446,915323.67
FUTCOM,27 Jul 2013,5335,5335,147102.62
FUTCOM,29 Jul 2013,42074,42074,1172635.17
FUTCOM,30 Jul 2013,41621,41621,1177543.75
FUTCOM,31 Jul 2013,51006,51006,1444635.83
FUTCOM,01 Aug 2013,30662,30662,858655.14
FUTCOM,02 Aug 2013,31857,31857,884430.36
FUTCOM,03 Aug 2013,1268,1268,35610.06
FUTCOM,05 Aug 2013,22581,22581,631408.5
FUTCOM,06 Aug 2013,24229,24229,672563.04
FUTCOM,07 Aug 2013,26568,26568,731473
FUTCOM,08 Aug 2013,24568,24568,680875.18
FUTCOM,09 Aug 2013,9469,9469,264025.99
FUTCOM,10 Aug 2013,913,913,25475.39
FUTCOM,12 Aug 2013,29547,29547,844876.24
FUTCOM,13 Aug 2013,40322,40322,1166692.97
FUTCOM,14 Aug 2013,23075,23075,667862.35
FUTCOM,16 Aug 2013,30449,30449,923287.45
FUTCOM,17 Aug 2013,2468,2468,75975.93
FUTCOM,19 Aug 2013,21179,21179,656025.27
FUTCOM,20 Aug 2013,30228,30228,929723.14
FUTCOM,21 Aug 2013,25990,25990,808821.2
FUTCOM,22 Aug 2013,31887,31887,1001415.12
FUTCOM,23 Aug 2013,29406,29406,924069.07
FUTCOM,24 Aug 2013,2035,2035,64697.66
FUTCOM,26 Aug 2013,23062,23062,734838.59
FUTCOM,27 Aug 2013,34653,34653,1147608.31
FUTCOM,28 Aug 2013,44327,44327,1516314.86
FUTCOM,29 Aug 2013,32176,32176,1076641.45
FUTCOM,30 Aug 2013,31604,31604,1041603.47
FUTCOM,31 Aug 2013,1651,1651,54386.13
FUTCOM,02 Sep 2013,14675,14675,480434
FUTCOM,03 Sep 2013,23896,23896,807410.03
FUTCOM,04 Sep 2013,30381,30381,1011158.47
FUTCOM,05 Sep 2013,28049,28049,910431.29
FUTCOM,06 Sep 2013,24973,24973,797282.95
FUTCOM,07 Sep 2013,659,659,21034.97
FUTCOM,09 Sep 2013,7452,7452,236537.11
FUTCOM,10 Sep 2013,27065,27065,838800.15
FUTCOM,11 Sep 2013,19819,19819,608567.2
FUTCOM,12 Sep 2013,28543,28543,863205.36
FUTCOM,13 Sep 2013,24175,24175,719231.19
FUTCOM,14 Sep 2013,2270,2270,68214.33
FUTCOM,16 Sep 2013,21986,21986,650682.32
FUTCOM,17 Sep 2013,28080,28080,839613.14
FUTCOM,18 Sep 2013,24377,24377,721591.63
FUTCOM,19 Sep 2013,28434,28434,863815.95
FUTCOM,20 Sep 2013,26461,26461,799580.21
FUTCOM,21 Sep 2013,0,0,0
FUTCOM,23 Sep 2013,20053,20053,595749.13
FUTCOM,24 Sep 2013,18728,18728,556483.19
